"","...1","...2","...3",":id",":version",":created_at",":updated_at","record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated","year"
"39",39,39,199,"row-s8jy_xxpy.ftxe","rv-twir~gryg-8rp3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"844d9b450f78a49dd3ae05ad6a990abe",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"d82a7e8908cf2ce307c450fc519e65e6",2026-03-18,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17617.08697,"copies/g dry sludge",1100,"yes",17617.08697,NA,3e-05,"pepper mild mottle virus",616376486.48951,"copies/g dry sludge",95,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"40",40,40,203,"row-fe3n~cz6h.j52d","rv-se3s-zfeh-im9m",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f22d76382945461dac3a5b55c074bc84",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"4fefe00f5a2ba2a93f795a18156687a0",2026-04-09,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",26185.34011,"copies/g dry sludge",1100,"yes",26185.34011,NA,0.00011,"pepper mild mottle virus",228782802.74747,"copies/g dry sludge",192.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"41",41,41,206,"row-6mrf~8hf3_ejau","rv-33zj~mxin_59ki",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f7847129888737e376e9c446440820fc",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"952ed449099436dffcdcdd7051f9b299",2026-03-10,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17400.33682,"copies/g dry sludge",1100,"yes",17400.33682,NA,0.00012,"pepper mild mottle virus",150103476.4782,"copies/g dry sludge",157,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"42",42,42,211,"row-xce4-bfkv~5itu","rv-i5qu.ryrj_hbys",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"4df1ab6ed7bad3817c31c6447d001166",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"79df10217aee1150daf214755e7ed10d",2026-02-10,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",9563.7375,"copies/g dry sludge",1100,"yes",9563.7375,NA,4e-05,"pepper mild mottle virus",248135895.37589,"copies/g dry sludge",123.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"43",43,43,216,"row-z33m_aaex_44x3","rv-s32s.4efu-ipxs",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"076beb5bd0f8d47728d93959d4f8c979",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"17aaf99671259fbf70c7c743097d193e",2026-01-22,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",8240.30929,"copies/g dry sludge",1100,"yes",8240.30929,NA,4e-05,"pepper mild mottle virus",190455667.9174,"copies/g dry sludge",122.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"44",44,44,217,"row-sdmg~7qqc_uhfw","rv-n35d-uy8b~siyi",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a2e6689ca9a51e44409aca12c633a62f",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"82928c1ebe3759d6e8c82fdcea577855",2026-01-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",13766.56058,"copies/g dry sludge",1100,"yes",13766.56058,NA,6e-05,"pepper mild mottle virus",245665967.03704,"copies/g dry sludge",277.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"45",45,45,222,"row-aeh9-u3k6~tur3","rv-hia7-fj76_vpwq",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bad61e7068ab6544a539fd26c223509e",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"87b1371aae2b2d6b317bc7bdb54c2cd4",2026-01-23,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",10600.11399,"copies/g dry sludge",1100,"yes",10600.11399,NA,6e-05,"pepper mild mottle virus",185296100.08116,"copies/g dry sludge",156.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"46",46,46,224,"row-6trg-4p8c.rwee","rv-jkyj_jpv2_2bc9",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7d7d9a25d16778751794a6b7496314bc",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"436760bc4320c05ea183573d5733634f",2026-06-04,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4090.53452,"copies/g dry sludge",1100,"yes",4090.53452,NA,1e-05,"pepper mild mottle virus",325447884.811,"copies/g dry sludge",148.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"47",47,47,227,"row-vuxc~qs3a~x33d","rv-fjaf_xw2v~gsur",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f6b6500ced9d8b942c9dcf586194a18e",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"d7ee8b1567fd45934edce398625e14ec",2026-05-19,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",78828021.71077,"copies/l wastewater",158.2,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"48",48,48,228,"row-5re8_yh9n_zfzk","rv-8gwm~t3dt-w6pj",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1d61b14e6279b5c682b8a17c4545eb4b",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"f7b2638a0dae7fd36cac0d7f18b58842",2026-05-26,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",246082108.20741,"copies/g dry sludge",83.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"49",49,49,230,"row-mp4k-z9vs.q4gt","rv-mvmk~z398_na3a",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"e164e4d6f74d409f4d9374f13b17a0f4",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"42525170ec032cd7d8ce686d237080ac",2026-06-09,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",85086979.79077,"copies/l wastewater",83,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"50",50,50,239,"row-n6a6-r7ft-px4q","rv-gwcp-udrq-9829",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c2262e2a5d7c0f5474fe8ec85a961d5c",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"b5280ce8a678106831262ddd9ee0aaf7",2026-03-11,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",22022.05298,"copies/g dry sludge",1100,"yes",22022.05298,NA,6e-05,"pepper mild mottle virus",370782940.17094,"copies/g dry sludge",110.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"51",51,51,258,"row-8tvv-83k9~bciu","rv-icke_5f5q~mbgw",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c7c2cd66b36642ee94f1385565fc7edb",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"d8842b827dea87e2cf3b2fc1b396c375",2026-06-23,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",249022890.55197,"copies/g dry sludge",133.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"52",52,52,273,"row-243h.uj4s.a8vh","rv-nnbj~2se5.a8tt",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"3022bcb1b5aca3f6abc727f06f674f91",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"889d48e83def8b6ad6f4e131530cedcb",2026-04-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",26426.92758,"copies/g dry sludge",1100,"yes",26426.92758,NA,7e-05,"pepper mild mottle virus",362555509.33333,"copies/g dry sludge",108.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"53",53,53,280,"row-sd9f_36h4.z6ju","rv-xvei~qqsn-irf5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"30b00e29b0ee883b7a5b2e088a1a426b",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"d209330a238291f49dd670de18542685",2026-07-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",248916714.87379,"copies/g dry sludge",66.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"54",54,54,292,"row-hgt4~u8yd-i6j5","rv-a3yg-y8f5.6ren",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ac80cedb9941d2416bd86c003cdc718a",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"9f25cfbb97872634f3f5c0553fccf132",2026-05-21,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4007.3573,"copies/g dry sludge",1100,"yes",4007.3573,NA,2e-05,"pepper mild mottle virus",166881801.8018,"copies/g dry sludge",96,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"55",55,55,301,"row-fauz~z98k~rdrx","rv-6v8n~jmva~st6g",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"889b0efc841dd63dc94b83e836180500",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"7169a6552cce8341bfd542d8bd84e8c8",2026-05-05,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",73446007.36,"copies/l wastewater",90.9,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"56",56,56,306,"row-fga4~32ee-ey6y","rv-6nia-42dd~8exb",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"703db007e1cb264e7e0c79febb21661d",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"deebad63a62e0129e1e21b89977c79a2",2026-06-09,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",170717711.71429,"copies/g dry sludge",53.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"57",57,57,311,"row-vz5i-zjjf_pqrd","rv-7sen-n3f2~iyhv",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"85282f7c5cbdbbf9272ede64b07a33dc",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"e083eef36b356fb56b60c413068990d5",2026-03-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",26201.74492,"copies/g dry sludge",1100,"yes",26201.74492,NA,8e-05,"pepper mild mottle virus",325295555.22481,"copies/g dry sludge",154.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"58",58,58,313,"row-cvev-pxh6_vfei","rv-qdfd~85ws~kf8k",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c2e79eba3fab73b1cb04f6d055532a5c",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"b5c8ce79e980883815af38516815e3cf",2026-04-22,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",70355149.48923,"copies/l wastewater",49.2,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"59",59,59,316,"row-55fm-ewv9.2ymf","rv-c9s3~gr59-nbnq",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"73bd90dc1df1396a4649e93f2a48d76c",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"3d912a7a3637bdfa55a55ef18de0bcb3",2026-03-03,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",25212.80744,"copies/g dry sludge",1100,"yes",25212.80744,NA,6e-05,"pepper mild mottle virus",435498809.77778,"copies/g dry sludge",141.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"60",60,60,323,"row-38fy_r627.hsdb","rv-kf4p_xaz6-zirw",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9dc5d99f7f88591a57cb66512d41329a",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"d700bd6d046c02aa4788e18964b511cd",2026-05-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",14553.90838,"copies/g dry sludge",1100,"yes",14553.90838,NA,6e-05,"pepper mild mottle virus",255025097.98582,"copies/g dry sludge",77.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"61",61,61,325,"row-mtug-niun~stxh","rv-37mu.iygb.zdfs",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"01f7f7bdf46190bf9cf74867c1c742cb",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"0eda576ec66e2f22e5418519f1375e95",2026-02-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17283.54834,"copies/g dry sludge",1100,"yes",17283.54834,NA,7e-05,"pepper mild mottle virus",256210026.29108,"copies/g dry sludge",253.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"62",62,62,326,"row-ffpi-v58v_jpqs","rv-gqha~qtcb~mqba",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"4552879a70b164bd1b3cb6757dcf4338",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"0069fde5c16d26b65358f96cef0e5cca",2026-05-18,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",5073.14819,"copies/g dry sludge",1100,"yes",5073.14819,NA,2e-05,"pepper mild mottle virus",311594779.20958,"copies/g dry sludge",189.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"63",63,63,328,"row-mv9x-xvit_xf49","rv-3anv_su2a.drug",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d4120bca1d93d59f8586075f38238f12",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"691118fe1c168c1418468c5660a4ea53",2026-04-21,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",46931.72885,"copies/g dry sludge",1100,"yes",46931.72885,NA,0.00011,"pepper mild mottle virus",439537503.4386,"copies/g dry sludge",99.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"64",64,64,336,"row-5b4b-ihuh~52fh","rv-frw9-fuwr_pp73",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a69b7a9e00aef99c839ab8162365363f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"67d3d5f3f4f0d8b7971b8611a26b657f",2026-02-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",46861.47603,"copies/g dry sludge",1100,"yes",46861.47603,NA,0.00017,"pepper mild mottle virus",273681161.93464,"copies/g dry sludge",198.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"65",65,65,337,"row-5uz6.vvus-wknk","rv-ws2x_dffc_ng92",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7f999bad2ba51726e802df2ba86690d4",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"045f5ef79d7930c00317705a47c40f9c",2026-03-17,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",9768.35672,"copies/g dry sludge",1100,"yes",9768.35672,NA,3e-05,"pepper mild mottle virus",293810586.04329,"copies/g dry sludge",143.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"66",66,66,341,"row-as7w_ge6s-m3j6","rv-bd6a~63x9_xaki",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d4827bfec772a8289bd65ddd01e06a29",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"7968f9da8f6233ab08c7763fdec44637",2026-06-11,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",214734168.05674,"copies/g dry sludge",92.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"67",67,67,350,"row-qa8u~2yp2-agpr","rv-2uxm.rp69.snag",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b9e31a7c78d2dcbf039e1ebea56e1ce6",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"0a5d1e947e925da9fb001cf283d36312",2026-01-06,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",7210.93047,"copies/l wastewater",1500,"yes",7210.93047,NA,9e-05,"pepper mild mottle virus",76905353.25538,"copies/l wastewater",116.9,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"68",68,68,351,"row-tk7t-ubj5~mgsi","rv-ff2n_2zrj-ravd",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b0ccb6562fddcea7ce695755aa4750e8",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"4da79baa212f19216dc67d997f84797c",2026-06-29,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",333880549.5914,"copies/g dry sludge",111.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"69",69,69,355,"row-znhu.u3pm.b94p","rv-47rg.a6i8.gki3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d6e0a7636fcd65728cf30a5401a336ee",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"8467e1b802f8c605c76f36fc780a200b",2026-07-14,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",238524708.24017,"copies/g dry sludge",77.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"70",70,70,359,"row-78yt.bv4z-a2es","rv-rhdq.rttm_32b2",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"3c791f5126534f0dfffa89aa62138544",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"6caf415fdad4dcbae2198cd26c044f60",2026-07-09,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",133224819.64356,"copies/g dry sludge",71.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"71",71,71,372,"row-a66k-fexy.dx4u","rv-dkhn~e43j-nwkn",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f1883c6a1f56c807d4b06c3d10cae475",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"0e4957c5fa4fc34b5b40b219069a0a8c",2026-02-17,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",47954.78892,"copies/g dry sludge",1100,"yes",47954.78892,NA,0.00019,"pepper mild mottle virus",251448743.50617,"copies/g dry sludge",194.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"72",72,72,373,"row-8jud_qk6p-cqng","rv-b3cv.ca58-miq8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"12ae1d8ce0b967ed4b36f903149af9a6",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"806bfefad4fb3c81885ade150e1a3e70",2026-03-24,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",56982.21539,"copies/g dry sludge",1100,"yes",56982.21539,NA,0.00022,"pepper mild mottle virus",260050542.29787,"copies/g dry sludge",144.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"73",73,73,374,"row-whup_sqce-fuqs","rv-mxfj_xb7q-5sqt",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"973c06faea81c3de113c4cfc252bb14a",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"db1e21b41afcfb63bdb3cacd63355070",2026-04-16,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",49066.28102,"copies/g dry sludge",1100,"yes",49066.28102,NA,0.00015,"pepper mild mottle virus",332790276.92308,"copies/g dry sludge",147.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"74",74,74,378,"row-bqxz-5ujd-n7wz","rv-th6h-6zji~5tnt",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"2e33ab3f3fc7df78eb10d1d7af35f2cb",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"1333f75184c4e31109c9701b2952599a",2026-05-14,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",220061211.85965,"copies/g dry sludge",120.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"75",75,75,385,"row-7zp4.xhzr~7aju","rv-sxmn_hvp2_39yr",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0e2dcad42bdbee1c5b2b30c2c04f91b3",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"b8d572fbd466a0449846bd400c1ed3f2",2026-05-26,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4334.48376,"copies/g dry sludge",1100,"yes",4334.48376,NA,2e-05,"pepper mild mottle virus",188562568.6406,"copies/g dry sludge",138.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
